record_id,service_name,category_id,category_label,student_need,intended_users,access_method,recommended_next_step,limitations,official_source_url,source_name,source_publisher,source_license_or_terms,source_retrieved_at,source_record_id,last_verified_date,review_status
candidate-7d49b32ec05e6a7bd14d,Off-Campus Work,work_career,Work and career support,Work and career support: Off-Campus Work.,"McGill newcomer, international, exchange, and current students as applicable.",Off-Campus Work,Review the official McGill University source page for Off-Campus Work.,The navigator does not determine work authorization or job eligibility; confirm requirements with official McGill or government sources.,https://www.mcgill.ca/internationalstudents/work,Work | International Student Services - McGill University,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:01+00:00,7d49b32ec05e6a7bd14d,2026-06-19,curated_for_directory_milestone
candidate-861a9765bdbe41051240,newcomers to Canada,tax,Tax filing and residency information,Tax filing and residency information: newcomers to Canada.,Students and newcomer students who need official federal tax information.,Taxes for International students studying in Canada,Review the official Canada Revenue Agency source page for newcomers to Canada.,"The navigator does not determine tax residency, filing obligations, credits, or benefits; confirm with official CRA guidance or a qualified tax professional.",https://www.canada.ca/en/revenue-agency/services/tax/international-non-residents/individuals-leaving-entering-canada-non-residents/newcomers-canada-immigrants.html,Taxes for International students studying in Canada,Canada Revenue Agency,https://www.canada.ca/en/transparency/terms.html,2026-06-12T18:41:26+00:00,861a9765bdbe41051240,2026-06-19,curated_for_directory_milestone
candidate-8e472ab2f1317d039232,Campus Life & Engagement,language_integration,Language and integration,Language and integration: Campus Life & Engagement.,"McGill newcomer, international, exchange, and current students as applicable.",Campus Life & Engagement,Review the official McGill University source page for Campus Life & Engagement.,"Program availability, eligibility, and language options may change; confirm details with the official provider.",https://www.mcgill.ca/cle/,Welcome to Campus Life & Engagement!,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:02+00:00,8e472ab2f1317d039232,2026-06-19,curated_for_directory_milestone
candidate-9906aa98882bf665ec84,Common deductions and credits for students,tax,Tax filing and residency information,Tax filing and residency information: Common deductions and credits for students.,Students and newcomer students who need official federal tax information.,Students,Review the official Canada Revenue Agency source page for Common deductions and credits for students.,"The navigator does not determine tax residency, filing obligations, credits, or benefits; confirm with official CRA guidance or a qualified tax professional.",https://www.canada.ca/en/revenue-agency/services/tax/individuals/segments/students/common-deductions-credits-students.html,Students,Canada Revenue Agency,https://www.canada.ca/en/transparency/terms.html,2026-06-12T18:41:25+00:00,9906aa98882bf665ec84,2026-06-19,curated_for_directory_milestone
candidate-9aab51162e99f3a2ae1d,Full Directory of Services and Funding Opportunities,finances,Financial aid and affordability,Financial aid and affordability: Full Directory of Services and Funding Opportunities.,"McGill newcomer, international, exchange, and current students as applicable.",Full Directory of Services and Funding Opportunities,Review the official McGill University source page for Full Directory of Services and Funding Opportunities.,The navigator does not determine financial-aid eligibility or award amounts; confirm requirements with the official funding office.,https://www.mcgill.ca/studentaid/,Home page,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:01+00:00,9aab51162e99f3a2ae1d,2026-06-19,curated_for_directory_milestone
candidate-9b4bde95e68a92a9ec8f,Find a Health Professional,health_care,Healthcare access,Healthcare access: Find a Health Professional.,"McGill newcomer, international, exchange, and current students as applicable.",Related Content,Review the official McGill University source page for Find a Health Professional.,"The navigator does not diagnose, triage symptoms, or confirm service availability; for emergencies call 911 or go to an emergency department.",https://www.mcgill.ca/internationalstudents/health/access-healthcare,Access Health & Wellness Care,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:00+00:00,9b4bde95e68a92a9ec8f,2026-06-19,curated_for_directory_milestone
candidate-afd6e82280525ece9ab5,Abortion Clinics,mental_health,Mental health and wellbeing,Mental health and wellbeing: Abortion Clinics.,"McGill newcomer, international, exchange, and current students as applicable.",Community Resources | Student Wellness Hub - McGill University,Review the official McGill University source page for Abortion Clinics.,This record is not medical or crisis advice; for urgent safety concerns call 911 or use official urgent-support resources.,https://www.mcgill.ca/wellness-hub/get-support/find-community-resources,Community Resources | Student Wellness Hub - McGill University,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:01+00:00,afd6e82280525ece9ab5,2026-06-19,curated_for_directory_milestone
candidate-b77bf48504430b0263c5,Immigration,immigration_status,Immigration and legal status,Immigration and legal status: Immigration.,"McGill newcomer, international, exchange, and current students as applicable.",Immigration,Review the official McGill University source page for Immigration.,The navigator does not interpret immigration status or determine eligibility; use official sources and qualified advisors for individual decisions.,https://www.mcgill.ca/internationalstudents/,International Student Services,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:01:59+00:00,b77bf48504430b0263c5,2026-06-19,curated_for_directory_milestone
candidate-be4c05eb575806d3adf6,Registering to the waiting list to find a family doctor,health_care,Healthcare access,Healthcare access: Registering to the waiting list to find a family doctor.,Newcomer students in Quebec who need official public healthcare access information.,Registering to the waiting list to find a family doctor,Review the official Gouvernement du Québec source page for Registering to the waiting list to find a family doctor.,"The navigator does not diagnose, triage symptoms, or confirm service availability; for emergencies call 911 or go to an emergency department.",https://www.quebec.ca/en/health/finding-a-resource/registering-with-a-family-doctor,Registering with a family doctor or a specialized nurse practitioner in primary care,Gouvernement du Québec,https://www.quebec.ca/en/copyright,2026-06-12T18:41:26+00:00,be4c05eb575806d3adf6,2026-06-19,curated_for_directory_milestone
candidate-bf5d5325d104f2c835fd,Getting a medical consultation with a health professional,health_care,Healthcare access,Healthcare access: Getting a medical consultation with a health professional.,Newcomer students in Quebec who need official public healthcare access information.,Registering with a family doctor or a specialized nurse practitioner in primary care,Review the official Gouvernement du Québec source page for Getting a medical consultation with a health professional.,"The navigator does not diagnose, triage symptoms, or confirm service availability; for emergencies call 911 or go to an emergency department.",https://www.quebec.ca/en/health/health-system-and-services/service-organization/primary-care-health-and-social-services/how-get-medical-consultation-with-health-professional,Registering with a family doctor or a specialized nurse practitioner in primary care,Gouvernement du Québec,https://www.quebec.ca/en/copyright,2026-06-12T18:41:26+00:00,bf5d5325d104f2c835fd,2026-06-19,curated_for_directory_milestone
candidate-c23a08cb50d9647f8f62,How to get a consultation: primary care health and social services,health_care,Healthcare access,Healthcare access: How to get a consultation: primary care health and social services.,Newcomer students in Quebec who need official public healthcare access information.,Registering with a family doctor or a specialized nurse practitioner in primary care,Review the official Gouvernement du Québec source page for How to get a consultation: primary care health and social services.,"The navigator does not diagnose, triage symptoms, or confirm service availability; for emergencies call 911 or go to an emergency department.",https://www.quebec.ca/en/health/health-system-and-services/service-organization/primary-care-health-and-social-services,Registering with a family doctor or a specialized nurse practitioner in primary care,Gouvernement du Québec,https://www.quebec.ca/en/copyright,2026-06-12T18:41:26+00:00,c23a08cb50d9647f8f62,2026-06-19,curated_for_directory_milestone
candidate-c95257bebacecf80e07d,I need help now,mental_health,Mental health and wellbeing,Mental health and wellbeing: I need help now.,"McGill newcomer, international, exchange, and current students as applicable.",I need help now,Review the official McGill University source page for I need help now.,This record is not medical or crisis advice; for urgent safety concerns call 911 or use official urgent-support resources.,https://www.mcgill.ca/wellness-hub/,Student Wellness Hub - McGill University,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:00+00:00,c95257bebacecf80e07d,2026-06-19,curated_for_directory_milestone
candidate-cad3979bb02b4ff55ada,Primary Care Access Point,health_care,Healthcare access,Healthcare access: Primary Care Access Point.,Newcomer students in Quebec who need official public healthcare access information.,Registering with a family doctor or a specialized nurse practitioner in primary care,Review the official Gouvernement du Québec source page for Primary Care Access Point.,"The navigator does not diagnose, triage symptoms, or confirm service availability; for emergencies call 911 or go to an emergency department.",https://www.quebec.ca/en/health/finding-a-resource/primary-care-access-point,Registering with a family doctor or a specialized nurse practitioner in primary care,Gouvernement du Québec,https://www.quebec.ca/en/copyright,2026-06-12T18:41:26+00:00,cad3979bb02b4ff55ada,2026-06-19,curated_for_directory_milestone
candidate-cb1f77880d868112a62a,Before an Emergency,health_care,Healthcare access,Healthcare access: Before an Emergency.,"McGill newcomer, international, exchange, and current students as applicable.",Before an Emergency,Review the official McGill University source page for Before an Emergency.,"The navigator does not diagnose, triage symptoms, or confirm service availability; for emergencies call 911 or go to an emergency department.",https://www.mcgill.ca/internationalstudents/health/access-healthcare,Access Health & Wellness Care,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:00+00:00,cb1f77880d868112a62a,2026-06-19,curated_for_directory_milestone
candidate-cc2fec1e3ff18ca7a7ef,On-Campus Work,work_career,Work and career support,Work and career support: On-Campus Work.,"McGill newcomer, international, exchange, and current students as applicable.",On-Campus Work,Review the official McGill University source page for On-Campus Work.,The navigator does not determine work authorization or job eligibility; confirm requirements with official McGill or government sources.,https://www.mcgill.ca/internationalstudents/work,Work | International Student Services - McGill University,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:01+00:00,cc2fec1e3ff18ca7a7ef,2026-06-19,curated_for_directory_milestone
candidate-ead82526cddf2686614c,McGill Financial Aid,finances,Financial aid and affordability,Financial aid and affordability: McGill Financial Aid.,"McGill newcomer, international, exchange, and current students as applicable.",McGill Financial Aid,Review the official McGill University source page for McGill Financial Aid.,The navigator does not determine financial-aid eligibility or award amounts; confirm requirements with the official funding office.,https://www.mcgill.ca/studentaid/scholarships-aid/international-students,International student funding,McGill University,https://www.mcgill.ca/copyright/,2026-06-12T18:02:01+00:00,ead82526cddf2686614c,2026-06-19,curated_for_directory_milestone
guidance-3058a95e44eb27e11ed4,Refusal to rent,housing,Housing and basic needs,Housing and basic needs: Refusal to rent.,Newcomer students in Quebec who need official settlement guidance.,Housing,Review the official Quebec guidance for Refusal to rent.,The navigator does not provide legal housing advice or determine tenant rights; confirm obligations and options with official housing or tenant resources.,https://www.quebec.ca/en/immigration/settle-and-integrate-in-quebec,Settle and integrate in Québec,Gouvernement du Québec,https://www.quebec.ca/en/copyright,2026-06-12T17:58:32+00:00,3058a95e44eb27e11ed4,2026-06-19,curated_for_directory_milestone
guidance-3c488317249924fa8aaa,Information to provide,housing,Housing and basic needs,Housing and basic needs: Information to provide.,Newcomer students in Quebec who need official settlement guidance.,Housing,Review the official Quebec guidance for Information to provide.,The navigator does not provide legal housing advice or determine tenant rights; confirm obligations and options with official housing or tenant resources.,https://www.quebec.ca/en/immigration/settle-and-integrate-in-quebec,Settle and integrate in Québec,Gouvernement du Québec,https://www.quebec.ca/en/copyright,2026-06-12T17:58:32+00:00,3c488317249924fa8aaa,2026-06-19,curated_for_directory_milestone
guidance-71d4e9ac089ca3ba69e6,Finding housing,housing,Housing and basic needs,Housing and basic needs: Finding housing.,Newcomer students in Quebec who need official settlement guidance.,Housing,Review the official Quebec guidance for Finding housing.,The navigator does not provide legal housing advice or determine tenant rights; confirm obligations and options with official housing or tenant resources.,https://www.quebec.ca/en/immigration/settle-and-integrate-in-quebec,Settle and integrate in Québec,Gouvernement du Québec,https://www.quebec.ca/en/copyright,2026-06-12T17:58:32+00:00,71d4e9ac089ca3ba69e6,2026-06-19,curated_for_directory_milestone
mcgill-academic-advising,Academic Advising,academics,Academic and advising support,"McGill academic advising helps students navigate program requirements, course registration, and challenging academic situations, with advising geared to each stage of a student's academic career.","McGill students who need help with program requirements, course registration, and academic decisions.",Find an advisor: https://www.mcgill.ca/academic-advising/advisor-directory | Types of advisors: https://www.mcgill.ca/academic-advising/types-advisors | Courses and programs: https://www.mcgill.ca/students/courses/,Use the advisor directory to identify the right advisor for your faculty or program and contact them for personalized academic guidance.,Advising structures differ by faculty and program; the navigator does not make academic decisions or interpret individual program requirements.,https://www.mcgill.ca/academic-advising/,Academic Advising,McGill University,https://www.mcgill.ca/copyright/,2026-06-19,mcgill-academic-advising,2026-06-19,curated_for_directory_milestone
mcgill-access-care,Access Health and Wellness Care,health_care,Healthcare access,"If you are experiencing an emergency , a life-or limb-threatening situations or immediate safety concerns, call 911 or Go to the nearest hospital emergency department. You may also consult the Student Wellness Hub’s urgent care page to find an appropriate resource. Anyone living in Québec can also call Info-Santé, a free confidential telephone consultation service, at 811 to speak to a nurse 24/7.",International students seeking guidance on how to access healthcare in Quebec.,Local Wellness Advisors: https://www.mcgill.ca/wellness-hub/about-hub/clinicians/local-wellness-advisors | book appointments: https://www.mcgill.ca/wellness-hub/get-support | 514-398-7992: tel:514-398-7992 | 514-329-1999: tel:514-329-1999,Review the appropriate care route; for emergencies call 911 or go to the nearest emergency department.,"The navigator must not diagnose, recommend treatment, or determine whether symptoms are an emergency.",https://www.mcgill.ca/internationalstudents/health/access-healthcare,Access Health and Wellness Care,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-access-care,2026-06-12,curated_for_directory_milestone
mcgill-caps,Career Planning Service,work_career,Work and career support,"The Career Planning Service (CaPS), McGill’s central career services, supports student career and leadership development through career counselling and advising, skills development workshops, experiential learning, career exploration programs, mentoring, and career and networking events. CaPS provides and oversees a wide variety of resources and tools to help students search for part-time and summer jobs, internships and post-graduation opportunities, including the myFuture platform, and the Student Experience Record , with the goal of helping students become career-ready now and for their future.","McGill students seeking career advising, skills development, jobs, internships, and networking resources.",https://www.mcgill.ca/caps/students/services/advising,Review CaPS services and use the official advising route when personalized career support is needed.,Career support does not determine work authorization; international students should confirm permit rules separately.,https://www.mcgill.ca/caps/students/services/advising,Career Planning Service,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-caps,2026-06-12,curated_for_directory_milestone
mcgill-cle,Campus Life and Engagement,language_integration,Language and integration,"Campus Life & Engagement fosters, in collaboration with partners across McGill and the greater Montreal communities, a vibrant, engaging and inclusive McGill community, where we help every student find inspiration, a sense of belonging, and opportunities to lead, connect, and grow.","McGill students seeking orientation, mentorship, involvement, leadership, and community connections.",https://www.mcgill.ca/cle/,Review Campus Life and Engagement programs to identify a suitable involvement or connection opportunity.,"Program schedules, availability, and intended audiences should be confirmed on official program pages.",https://www.mcgill.ca/cle/,Campus Life and Engagement,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-cle,2026-06-12,curated_for_directory_milestone
mcgill-community-resources,Student Wellness Hub Community Resources,mental_health,Mental health and wellbeing,"There are many resources available to students in the broader health and social services community in Montreal and Quebec. Some are at no-cost, but many do have out-of-pocket fees or require you to submit claims to your health insurance. The information below may be subject to change. Please check with the resource for more details on eligibility, services, and/or costs.",McGill students seeking health or social-service resources in Montreal and Quebec.,Get support from our team.: https://www.mcgill.ca/wellness-hub/get-support/mental-health-support/find-mental-health-appointment | Tel : 514 285-5500: tel:514-285-5500 | Montreal Abortion Appointment Center: https://santemontreal.qc.ca/en/public/support-and-services/abortion-montreal-appointment-centre/ | 514 345-1356: tel:1-514-345-1356,"Review the relevant resource category and confirm services, eligibility, and costs with the provider.",Listings may change and may involve fees or insurance claims; inclusion does not guarantee suitability.,https://www.mcgill.ca/wellness-hub/get-support/find-community-resources,Student Wellness Hub Community Resources,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-community-resources,2026-06-12,curated_for_directory_milestone
mcgill-ihi,International Health Insurance,insurance,Health insurance and coverage,"ISS is open Mondays to Fridays, 10am - 4pm both in-person and virtually. Discover who is covered under the International Health Insurance (IHI).",International students who may be covered by McGill's International Health Insurance plan.,Contact Us: https://www.mcgill.ca/internationalstudents/ihi-contact-us | Contact ISS: https://www.mcgill.ca/internationalstudents/contact-us | Contact Medavie Blue Cross: https://www.mcgill.ca/internationalstudents/health/contact-medavie-blue-cross | Contact Us: https://www.mcgill.ca/internationalstudents/category/tags/contact-us,Confirm who is covered and review the official coverage-activation instructions.,"Coverage, exemptions, costs, and claim eligibility must be confirmed through official IHI sources.",https://www.mcgill.ca/internationalstudents/health/activate-ihi-coverage,International Health Insurance,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-ihi,2026-06-12,curated_for_directory_milestone
mcgill-international-funding,International Student Funding,finances,Financial aid and affordability,McGill recognises the challenges International students can face when studying away from home. Scholarships and Student Aid is committed to ensuring that qualified students from any geographic region are financially supported in their goals to enter and complete academic programs at the University. This page points to the various funding opportunities that will help support these goals. Newly admitted undergraduate students can apply to McGill’s Entrance Scholarship Program . In-course award programs for undergraduate students currently studying at McGill fall under individual faculty jurisdiction as do those for graduate students .,"International students exploring McGill scholarships, awards, financial aid, and related funding.",https://www.mcgill.ca/studentaid/scholarships-aid/international-students,Review the funding categories and follow the official application route for the relevant program.,Funding eligibility and application requirements vary by program and must be confirmed officially.,https://www.mcgill.ca/studentaid/scholarships-aid/international-students,International Student Funding,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-international-funding,2026-06-12,curated_for_directory_milestone
mcgill-iss,International Student Services,immigration_status,Immigration and legal status,"ISS is open Mondays to Fridays, 10am - 4pm both in-person and virtually. Visit our work and permits web page for more information.","McGill international, exchange, and visiting students; service eligibility should be confirmed with ISS.",Contact Us: https://www.mcgill.ca/internationalstudents/ihi-contact-us | Contact ISS: https://www.mcgill.ca/internationalstudents/contact-us | Applying for Immigration Documents: https://www.mcgill.ca/internationalstudents/immigration-documents/documents | ISS on Facebook: https://www.facebook.com/mcgill.iss,Review the relevant ISS topic and contact ISS when individual guidance is needed.,The navigator must not interpret immigration documents or determine immigration eligibility.,https://www.mcgill.ca/internationalstudents/contact-us,International Student Services,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-iss,2026-06-12,curated_for_directory_milestone
mcgill-libraries,McGill Libraries,academics,Academic and advising support,"McGill Libraries provide research and learning support, including collections, the Sofia Discovery search tool, borrowing services, online databases and e-journals, research help, and study spaces for all McGill students.","McGill students who need research support, study spaces, borrowing services, and access to online resources.",Borrowing: https://www.mcgill.ca/libraries/using-libraries/borrowing-mcgill | Online resources: https://www.mcgill.ca/libraries/using-libraries/connect | Research services: https://www.mcgill.ca/libraries/research-services | Study areas: https://www.mcgill.ca/libraries/using-libraries/study-areas,"Use the Sofia Discovery search or the relevant library service page to find materials, research help, or study space.","Service hours, access, and borrowing rules vary by branch and membership; confirm current details on the official Libraries pages.",https://www.mcgill.ca/libraries/,McGill Libraries,McGill University,https://www.mcgill.ca/copyright/,2026-06-19,mcgill-libraries,2026-06-19,curated_for_directory_milestone
mcgill-offcampus-housing,Off-Campus Housing,housing,Housing and basic needs,"McGill's Off-Campus Housing resource offers tools to help students find housing near the downtown and Macdonald campuses, including a partnership with Places4Students for rental searches, student sublets, and roommate profiles.","McGill students looking for apartments, sublets, or roommates off campus, including newcomers arriving in Montreal.",Rental Information: https://www.mcgill.ca/students/housing/offcampus/rental-information | Apartment Listings: https://www.mcgill.ca/students/housing/offcampus/listings | Useful Information: https://www.mcgill.ca/students/housing/offcampus/useful-information,"Review the off-campus housing resources and listings to begin a housing search, and confirm any rental terms directly with landlords or listing services.","The navigator does not vet landlords, listings, or lease terms and does not provide legal housing or tenant-rights advice; verify all rental details independently.",https://www.mcgill.ca/students/housing/offcampus,Off-Campus Housing,McGill University,https://www.mcgill.ca/copyright/,2026-06-19,mcgill-offcampus-housing,2026-06-19,curated_for_directory_milestone
mcgill-service-point,Service Point,documents_admin,Campus documents and administration,"Service Point is McGill's central student services hub that assists students with administrative needs such as ID cards, transcripts, enrolment and verification documents, tuition matters, and course-related requests.","McGill students who need help with ID cards, transcripts, enrolment and verification documents, tuition matters, and course-related administrative requests.",Home: https://www.mcgill.ca/servicepoint/ | Contact Us: https://www.mcgill.ca/servicepoint/contact | Student Services & Resources: https://www.mcgill.ca/students/directory | 514-398-7878: tel:514-398-7878,Identify the document or administrative request you need and use the official Service Point page or contact details to proceed.,"Administrative requirements, fees, deadlines, and processing times can change; confirm details on the official Service Point page or with Service Point staff before acting.",https://www.mcgill.ca/servicepoint/,Service Point,McGill University,https://www.mcgill.ca/copyright/,2026-06-19,mcgill-service-point,2026-06-19,curated_for_directory_milestone
mcgill-student-accounts,Student Accounts,documents_admin,Campus documents and administration,"McGill Student Accounts manages student finances including tuition and fees, e-billing, and payments, and provides the information students need to manage the financial-account side of starting at McGill.","McGill students (and their sponsors) who need information about tuition, fees, e-billing, and payments.",Tuition & fees: https://www.mcgill.ca/student-accounts/tuition-fees | e-Billing & your account: https://www.mcgill.ca/student-accounts/your-account | Make a payment: https://www.mcgill.ca/student-accounts/your-account/payment | New students: https://www.mcgill.ca/student-accounts/new-students/general,"Review the tuition, e-billing, and payment pages for your situation and follow the official payment instructions and deadlines.","Fee amounts, deadlines, and accepted payment methods change each term; confirm current amounts and due dates on the official Student Accounts pages before paying.",https://www.mcgill.ca/student-accounts/,Student Accounts,McGill University,https://www.mcgill.ca/copyright/,2026-06-19,mcgill-student-accounts,2026-06-19,curated_for_directory_milestone
mcgill-student-aid,Scholarships and Student Aid,finances,Financial aid and affordability,"Find all the resources and advice you need to help pay for university, from step-by-step guides on how to apply for funding to information on how to budget effectively. Not sure where to start? These areas are a good bet (or you can click on our full directory drop-down list below ): Work on campus or in a McGill-affiliated hospital/organization","McGill students seeking scholarships, financial aid, work-study, or budgeting resources.",https://www.mcgill.ca/studentaid/,Use the official service and funding directory to identify the relevant funding route.,The navigator must not determine financial eligibility or guarantee funding.,https://www.mcgill.ca/studentaid/,Scholarships and Student Aid,McGill University,https://www.mcgill.ca/copyright/,2026-06-12,mcgill-student-aid,2026-06-12,curated_for_directory_milestone
